ID,age,education,gender,hours-per-week
2631,37,10,0,60
2632,35,10,0,40
2633,23,10,0,25
2634,47,16,0,40
2635,52,9,1,38
2636,31,4,0,70
2637,22,3,1,40
2638,57,13,1,40
2639,34,10,1,40
2640,44,15,0,80
2641,30,9,1,40
2642,35,9,1,60
2643,55,10,0,40
2644,41,13,1,12
2645,46,10,0,40
2646,26,13,1,45
2647,20,10,1,20
2648,33,9,1,35
2649,22,6,1,25
2650,46,10,0,50
2651,61,15,0,50
2652,66,7,0,20
2653,21,12,1,25
2654,19,9,1,40
2655,43,13,1,40
2656,46,13,0,40
2657,19,9,0,25
2658,67,9,1,35
2659,32,9,1,40
2660,39,10,1,38
2661,35,14,0,60
2662,29,9,0,35
2663,21,10,0,40
2664,25,9,0,40
2665,44,10,1,48
2666,31,10,0,40
2667,50,9,0,40
2668,35,13,0,50
2669,41,10,0,48
2670,45,12,0,40
2671,21,9,1,40
2672,20,6,1,36
2673,22,12,0,6
2674,60,10,0,60
2675,52,4,0,40
2676,42,10,0,50
2677,21,9,0,40
2678,50,15,0,40
2679,26,9,0,40
2680,53,6,0,50
2681,25,13,0,45
2682,38,14,0,65
2683,33,11,1,50
2684,64,13,0,40
2685,18,8,1,24
2686,20,11,1,35
2687,61,10,0,40
2688,60,13,0,50
2689,33,14,0,40
2690,61,9,1,35
2691,18,7,1,30
2692,40,13,0,40
2693,32,9,0,40
2694,51,13,0,50
2695,37,11,0,40
2696,36,13,0,40
2697,34,13,1,40
2698,19,9,0,20
2699,26,13,1,35
2700,28,13,0,35
2701,64,13,0,45
2702,52,13,0,50
2703,38,11,1,40
2704,36,13,0,40
2705,29,14,1,80
2706,60,10,0,38
2707,45,13,0,72
2708,29,10,1,40
2709,46,16,0,55
2710,25,9,1,40
2711,25,13,1,35
2712,33,12,0,50
2713,42,12,0,40
2714,45,10,0,40
2715,27,13,1,40
2716,63,4,0,40
2717,30,11,0,52
2718,44,9,0,40
2719,34,9,0,48
2720,20,9,0,45
2721,31,13,0,45
2722,31,10,0,40
2723,29,9,1,40
2724,51,9,0,56
2725,49,10,0,44
2726,64,5,1,38
2727,37,12,0,45
2728,18,9,0,25
2729,34,9,0,40
2730,35,9,1,40
2731,37,9,0,40
2732,49,14,0,40
2733,29,13,1,24
2734,36,7,0,40
2735,35,10,0,60
2736,50,9,0,40
2737,31,9,1,8
2738,48,9,1,40
2739,40,14,0,70
2740,51,10,1,35
2741,18,7,1,40
2742,46,10,1,40
2743,32,10,0,38
2744,49,10,0,45
2745,53,9,1,33
2746,65,10,1,24
2747,58,7,0,15
2748,42,9,0,50
2749,28,10,0,40
2750,22,3,0,30
2751,48,9,0,60
2752,46,13,0,40
2753,24,13,0,44
2754,39,13,1,60
2755,57,9,1,25
2756,34,9,0,40
2757,53,13,0,50
2758,26,9,0,40
2759,32,9,1,36
2760,33,11,0,40
2761,57,5,0,40
2762,34,7,0,40
2763,24,13,1,40
2764,17,7,1,32
2765,23,10,0,60
2766,46,9,0,40
2767,34,13,0,40
2768,40,5,0,40
2769,32,9,0,40
2770,43,9,0,40
2771,48,4,0,40
2772,28,9,1,40
2773,21,10,1,40
2774,41,13,0,40
2775,39,9,0,56
2776,33,9,0,40
2777,22,10,0,36
2778,22,13,1,40
2779,64,7,0,40
2780,54,9,0,40
2781,43,9,0,42
2782,36,11,0,38
2783,36,9,0,60
2784,38,7,0,45
2785,25,9,0,35
2786,40,5,0,40
2787,24,9,1,40
2788,38,10,0,50
2789,67,2,1,20
2790,47,7,1,45
2791,24,10,0,20
2792,28,9,0,40
2793,49,14,0,40
2794,51,10,0,8
2795,44,15,0,29
2796,45,13,0,40
2797,42,9,0,39
2798,53,10,0,40
2799,79,15,0,10
2800,43,9,0,16
2801,30,9,1,25
2802,44,10,1,40
2803,39,9,0,50
2804,44,15,0,40
2805,37,9,1,25
2806,40,9,0,30
2807,39,12,0,50
2808,38,9,0,48
2809,17,7,0,40
2810,46,12,0,50
2811,40,10,0,45
2812,29,10,0,55
2813,28,13,1,35
2814,55,3,0,48
2815,38,10,1,40
2816,30,9,0,40
2817,46,12,0,38
2818,64,9,1,40
2819,51,3,0,8
2820,33,10,0,40
2821,35,13,1,45
2822,32,13,0,40
2823,32,10,0,47
2824,53,9,0,40
2825,28,6,0,50
2826,73,9,1,15
2827,40,13,0,50
2828,32,9,1,35
2829,18,8,1,25
2830,57,14,0,40
2831,26,13,0,50
2832,25,10,0,15
2833,56,4,0,20
2834,60,13,0,40
2835,32,9,0,40
2836,20,7,0,20
2837,32,3,0,40
2838,22,10,0,16
2839,40,9,1,30
2840,31,9,1,32
2841,31,9,0,40
2842,78,4,0,60
2843,23,10,1,40
2844,36,9,0,64
2845,30,10,0,55
2846,24,13,1,40
2847,57,13,0,13
2848,35,13,0,40
2849,32,8,0,54
2850,24,10,0,40
2851,36,11,0,40
2852,41,13,0,56
2853,31,13,0,60
2854,43,9,0,45
2855,36,15,0,30
2856,46,10,1,50
2857,22,9,0,40
2858,54,9,0,36
2859,25,13,1,40
2860,43,11,0,40
2861,25,10,1,56
2862,37,9,0,50
2863,52,14,1,40
2864,48,13,1,40
2865,63,9,0,12
2866,35,13,0,40
2867,35,13,0,55
2868,36,16,1,10
2869,57,9,0,40
2870,23,10,0,40
2871,18,3,0,54
2872,37,10,0,40
2873,40,14,0,50
2874,18,9,1,30
2875,49,14,0,70
2876,29,11,0,40
2877,39,13,0,40
2878,69,13,0,20
2879,56,10,0,60
2880,20,10,1,25
2881,49,14,0,45
2882,23,10,0,60
2883,49,13,0,40
2884,59,13,0,50
2885,26,10,1,40
2886,31,9,0,50
2887,52,16,0,57
2888,32,9,0,50
2889,55,10,1,35
2890,26,10,0,60
2891,21,12,1,40
2892,60,8,0,40
2893,36,13,0,35
2894,31,9,1,40
2895,58,3,0,40
2896,43,14,0,40
2897,57,13,0,50
2898,29,9,0,40
2899,43,9,0,40
2900,51,9,1,24
2901,36,10,0,50
2902,58,10,0,40
2903,58,9,0,70
2904,20,10,0,20
2905,32,4,0,35
2906,23,10,1,20
2907,50,13,0,40
2908,34,14,0,40
2909,30,15,0,20
2910,50,13,0,60
2911,22,7,1,40
2912,39,9,0,40
2913,49,10,0,20
2914,42,10,0,40
2915,29,10,1,40
2916,60,10,0,60
2917,25,9,0,40
2918,38,9,1,40
2919,30,13,0,45
2920,34,12,0,50
2921,69,5,0,20
2922,36,9,1,40
2923,22,10,1,40
2924,32,13,0,40
2925,40,9,1,32
2926,24,13,0,40
2927,23,9,0,40
2928,69,13,0,40
2929,21,10,1,25
2930,41,13,0,37
2931,21,10,1,38
2932,34,14,0,40
2933,74,12,1,20
2934,28,13,1,10
2935,51,11,0,39
2936,26,13,0,20
2937,64,10,1,35
2938,36,13,1,17
2939,31,9,1,40
2940,33,13,0,40
2941,28,11,1,40
2942,35,2,0,40
2943,20,10,1,45
2944,28,13,0,40
2945,45,9,0,40
2946,51,10,0,40
2947,37,9,1,40
2948,19,10,1,16
2949,53,9,0,35
2950,41,14,1,35
2951,42,9,1,40
2952,36,11,0,40
2953,19,9,0,50
2954,50,10,1,40
2955,33,12,1,45
2956,58,9,0,40
2957,37,10,0,50
2958,46,9,1,40
2959,33,9,0,40
2960,18,10,0,35
2961,23,3,0,40
2962,63,13,0,8
2963,48,9,0,40
2964,22,10,0,30
2965,22,10,1,30
2966,27,8,0,40
2967,39,8,0,70
2968,42,11,0,40
2969,41,11,0,60
2970,74,9,0,40
2971,31,7,0,40
2972,27,13,0,40
2973,36,13,1,35
2974,44,9,1,45
2975,45,14,0,60
2976,32,9,0,55
2977,21,9,1,30
2978,17,7,1,12
2979,27,14,0,40
2980,78,9,1,20
2981,23,13,0,40
2982,19,10,1,40
2983,36,13,1,40
2984,36,6,0,40
2985,26,10,1,45
2986,30,10,0,40
2987,42,9,0,85
2988,48,10,0,40
2989,19,9,0,40
2990,39,13,1,35
2991,39,13,0,45
2992,39,13,1,40
2993,46,14,0,65
2994,43,10,0,50
2995,20,6,0,40
2996,67,16,0,35
2997,40,10,0,44
2998,29,9,1,35
2999,31,5,1,25
3000,77,10,1,20
3001,33,12,1,32
3002,56,13,0,40
3003,17,7,1,8
3004,78,7,0,10
3005,19,9,1,40
3006,38,13,1,40
3007,26,10,1,40
3008,62,14,1,45
3009,19,10,1,15
3010,47,10,0,50
3011,44,4,0,80
3012,25,15,1,30
3013,50,14,1,40
3014,65,12,0,40
3015,37,13,0,40
3016,27,13,1,40
3017,30,10,0,45
3018,41,9,0,40
3019,23,10,1,40
3020,39,15,0,50
3021,21,10,1,35
3022,43,12,0,50
3023,29,13,0,50
3024,49,14,1,50
3025,34,9,1,35
3026,55,10,0,40
3027,48,10,0,30
3028,43,13,0,40
3029,37,14,0,48
3030,33,10,1,40
3031,33,10,0,70
3032,22,9,0,40
3033,48,10,1,40
3034,45,9,0,40
3035,61,9,1,17
3036,45,16,0,45
3037,20,9,0,35
3038,52,10,0,50
3039,33,9,0,40
3040,55,13,0,40
3041,49,9,1,40
3042,34,7,0,45
3043,41,14,0,5
3044,17,6,1,12
3045,34,9,0,48
3046,39,9,0,40
3047,36,9,0,40
3048,17,7,1,8
3049,27,13,0,45
3050,67,14,1,72
3051,27,9,1,40
3052,42,9,0,40
3053,51,16,0,40
3054,19,10,0,20
3055,76,9,0,17
3056,68,9,0,24
3057,29,9,0,40
3058,27,9,0,35
3059,39,14,0,50
3060,53,14,1,50
3061,26,14,0,30
3062,35,13,1,40
3063,25,9,1,40
3064,20,10,1,40
3065,25,9,0,35
3066,48,10,0,40
3067,50,5,0,48
3068,40,9,1,40
3069,23,10,1,40
3070,44,14,0,40
3071,66,10,0,24
3072,40,14,0,50
3073,27,12,0,40
3074,64,9,0,40
3075,21,9,0,40
3076,46,14,0,40
3077,22,10,1,29
3078,36,14,1,40
3079,39,10,1,40
3080,50,15,0,50
3081,31,5,0,43
3082,51,10,0,40
3083,46,10,0,40
3084,35,10,0,40
3085,38,10,0,40
3086,21,10,0,16
3087,34,9,0,50
3088,39,9,0,40
3089,44,9,1,40
3090,25,10,1,25
3091,25,13,1,40
3092,23,13,1,40
3093,38,13,1,40
3094,29,9,0,40
3095,20,10,1,24
3096,40,10,0,40
3097,46,14,1,22
3098,31,13,0,60
3099,47,9,1,40
3100,25,9,1,40
3101,24,9,0,40
3102,19,10,1,25
3103,43,13,0,70
3104,60,9,1,40
3105,27,13,0,40
3106,18,14,1,60
3107,48,13,0,58
3108,40,9,0,35
3109,36,10,1,40
3110,17,7,1,35
3111,28,9,0,40
3112,23,12,1,36
3113,29,15,0,50
3114,39,13,0,55
3115,46,4,1,24
3116,50,13,0,50
3117,52,13,0,60
3118,50,13,0,40
3119,20,9,1,40
3120,31,13,0,50
3121,33,9,0,40
3122,31,9,0,50
3123,51,13,0,40
3124,20,9,0,40
3125,49,13,0,60
3126,43,14,0,35
3127,35,13,0,40
3128,28,5,1,40
3129,44,13,0,70
3130,29,9,0,50
3131,51,13,0,25
3132,42,10,0,28
3133,24,10,0,40
3134,67,9,0,11
3135,35,9,1,40
3136,44,9,1,38
3137,61,13,0,20
3138,28,6,0,40
3139,50,13,0,40
3140,64,9,0,40
3141,46,16,0,45
3142,19,10,1,35
3143,63,9,0,15
3144,38,10,0,40
3145,46,12,1,25
3146,49,16,0,50
3147,37,7,0,45
3148,55,13,1,40
3149,63,9,1,40
3150,22,9,0,40
3151,69,10,0,50
3152,33,11,0,40
3153,25,5,0,40
3154,64,9,0,40
3155,43,13,0,55
3156,31,11,0,40
3157,36,9,1,40
3158,32,13,0,48
3159,19,10,1,20
3160,34,10,0,28
3161,73,2,0,40
3162,29,9,1,30
3163,36,9,0,40
3164,27,13,0,45
3165,42,12,0,40
3166,19,10,1,40
3167,33,2,0,35
3168,26,14,0,50
3169,25,13,0,45
3170,50,9,0,40
3171,38,10,1,40
3172,52,11,0,45
3173,56,13,0,40
3174,37,10,0,40
3175,25,13,1,38
3176,17,7,1,20
3177,40,9,1,30
3178,36,6,0,40
3179,45,9,1,30
3180,34,9,0,45
3181,67,12,0,35
3182,54,11,0,40
3183,30,10,0,8
3184,29,13,0,40
3185,68,10,0,20
3186,63,9,1,11
3187,38,10,0,40
3188,30,9,0,60
3189,54,9,0,40
3190,57,10,0,40
3191,28,10,1,30
3192,76,6,0,40
3193,22,10,1,55
3194,49,14,1,16
3195,31,11,0,40
3196,33,10,0,50
3197,42,9,0,50
3198,32,13,0,40
3199,45,14,0,50
3200,20,10,1,28
3201,30,16,0,40
3202,18,10,1,16
3203,48,14,0,40
3204,33,10,1,38
3205,43,13,0,50
3206,40,9,0,40
3207,39,13,0,60
3208,30,10,1,48
3209,78,4,0,40
3210,33,9,0,38
3211,20,10,1,20
3212,34,10,0,40
3213,28,13,0,40
3214,74,2,1,15
3215,46,9,0,40
3216,56,9,0,50
3217,29,9,0,60
3218,19,9,1,40
3219,20,10,0,35
3220,62,10,0,45
3221,39,10,1,40
3222,45,10,1,55
3223,24,9,0,60
3224,53,13,0,50
3225,29,13,1,60
3226,51,13,0,50
3227,24,10,1,40
3228,18,9,1,20
3229,20,10,0,40
3230,30,10,0,55
3231,38,13,0,70
3232,21,7,0,35
3233,43,13,0,48
3234,49,14,1,60
3235,35,9,1,38
3236,35,10,0,40
3237,21,9,0,40
3238,64,9,0,40
3239,71,13,0,30
3240,48,7,0,40
3241,52,13,0,40
3242,22,11,1,35
3243,33,10,0,40
3244,22,10,0,10
3245,37,9,1,60
3246,68,4,0,40
3247,28,9,1,25
3248,59,10,1,16
3249,42,9,0,40
3250,40,15,0,40
3251,90,10,0,10
3252,41,9,0,40
3253,47,9,0,30
3254,50,6,0,40
3255,42,12,1,40
3256,33,10,1,40
3257,43,10,1,40
3258,73,7,0,40
3259,38,10,1,38
3260,34,13,0,40
3261,51,14,0,40
3262,35,10,0,40
3263,37,7,0,40
3264,43,9,0,55
3265,44,9,1,40
3266,27,9,1,30
3267,32,13,0,40
3268,39,10,0,60
3269,28,10,0,40
3270,46,13,0,70
3271,52,2,0,50
3272,66,5,1,30
3273,33,13,0,20
3274,21,10,0,20
3275,20,10,1,20
3276,29,9,0,40
3277,32,9,1,10
3278,32,13,0,40
3279,39,11,0,40
3280,26,9,1,40
3281,25,13,0,20
3282,21,10,0,48
3283,54,13,0,50
3284,40,13,1,40
3285,30,11,1,40
3286,44,9,0,70
3287,32,16,0,77
3288,50,10,0,50
3289,33,12,0,45
3290,50,9,0,48
3291,32,13,0,60
3292,50,11,0,40
3293,36,3,0,35
3294,44,11,0,40
3295,23,9,0,24
3296,40,9,0,72
3297,53,3,0,40
3298,28,13,0,40
3299,24,13,0,40
3300,53,16,0,50
3301,40,9,1,40
3302,46,14,0,70
3303,52,6,0,40
3304,46,14,0,45
3305,49,9,0,50
3306,35,9,1,35
3307,63,9,1,34
3308,48,10,0,40
3309,42,13,1,40
3310,70,9,1,4
3311,42,10,1,21
3312,37,11,1,48
3313,25,13,0,60
3314,53,9,0,40
3315,30,12,0,52
3316,28,13,0,50
3317,47,9,0,48
3318,42,12,1,40
3319,36,12,0,40
3320,63,4,0,60
3321,37,11,1,32
3322,26,4,0,40
3323,42,13,0,60
3324,46,9,0,40
3325,67,6,0,16
3326,37,13,0,32
3327,66,14,0,20
3328,22,10,1,40
3329,31,10,1,30
3330,24,9,0,40
3331,23,9,1,40
3332,41,13,0,40
3333,42,14,0,40
3334,50,16,0,45
3335,47,9,0,45
3336,36,10,1,40
3337,22,10,1,20
3338,32,9,0,40
3339,50,9,1,72
3340,38,10,1,40
3341,32,9,1,40
3342,46,13,0,55
3343,59,13,0,60
3344,51,13,1,40
3345,36,12,0,40
3346,55,9,1,35
3347,58,9,0,45
3348,53,14,0,55
3349,51,16,0,40
3350,30,11,1,40
3351,34,9,0,40
3352,52,10,0,40
3353,39,9,1,40
3354,38,9,0,50
3355,25,9,1,40
3356,29,14,0,45
3357,20,10,0,40
3358,22,10,0,10
3359,42,13,0,60
3360,50,10,0,40
3361,44,10,0,40
3362,39,14,0,50
3363,26,10,0,60
3364,26,13,1,40
3365,43,9,1,50
3366,53,7,0,40
3367,35,12,0,40
3368,27,11,0,45
3369,55,12,0,55
3370,25,9,0,35
3371,32,10,1,40
3372,33,14,0,40
3373,64,7,1,40
3374,23,10,0,45
3375,37,13,0,40
3376,26,6,0,40
3377,41,10,0,54
3378,57,6,0,40
3379,44,13,1,35
3380,42,9,0,40
3381,37,10,0,52
3382,61,3,1,45
3383,42,15,0,50
3384,32,14,1,20
3385,46,13,1,40
3386,58,11,0,40
3387,36,13,0,40
3388,22,10,0,20
3389,24,9,0,40
3390,36,9,0,40
3391,33,16,0,40
3392,18,9,1,30
3393,20,9,1,30
3394,47,13,1,40
3395,24,9,1,25
3396,51,4,0,40
3397,26,14,1,30
3398,50,9,1,40
3399,49,5,0,38
3400,48,10,0,40
3401,18,5,0,40
3402,41,13,0,40
3403,36,9,0,40
3404,28,9,0,40
3405,51,9,0,40
3406,21,10,1,70
3407,49,9,0,40
3408,26,13,0,30
3409,53,13,0,30
3410,47,9,0,45
3411,19,10,0,40
3412,36,13,0,40
3413,39,9,1,38
3414,38,9,0,40
3415,21,10,1,15
3416,48,13,0,50
3417,29,12,0,50
3418,58,10,0,45
3419,49,11,1,36
3420,58,9,1,16
3421,43,9,0,40
3422,41,10,0,40
3423,74,16,1,20
3424,29,10,0,20
3425,31,9,0,60
3426,39,13,0,60
3427,37,16,0,45
3428,29,10,0,60
3429,24,13,0,33
3430,29,10,0,40
3431,71,9,0,40
3432,40,12,1,40
3433,34,15,0,40
3434,75,9,1,20
3435,36,10,0,45
3436,35,9,0,40
3437,23,10,1,40
3438,72,9,0,40
3439,47,10,0,40
3440,44,9,1,40
3441,44,9,0,32
3442,37,11,0,40
3443,31,14,0,50
3444,57,10,0,40
3445,34,10,0,40
3446,50,9,0,50
3447,30,10,1,40
3448,90,9,1,24
3449,54,9,0,20
3450,25,9,0,40
3451,31,13,0,45
3452,20,10,1,12
3453,47,16,0,50
3454,30,10,0,50
3455,43,9,1,50
3456,65,9,1,20
3457,45,10,0,40
3458,35,12,0,40
3459,52,14,0,50
3460,25,13,0,40
3461,41,13,0,40
3462,42,10,1,43
3463,30,10,1,40
3464,41,11,1,45
3465,26,13,0,40
3466,50,16,0,37
3467,20,9,1,20
3468,35,9,0,90
3469,59,13,0,40
3470,41,13,1,40
3471,42,10,1,23
3472,48,14,1,38
3473,37,12,1,40
3474,19,10,0,20
3475,47,13,0,40
3476,36,9,1,40
3477,24,9,0,40
3478,48,13,0,45
3479,26,12,1,8
3480,29,13,0,40
3481,42,12,0,40
3482,18,10,0,40
3483,27,10,1,40
3484,46,16,0,35
3485,38,10,0,50
3486,20,10,1,20
3487,72,13,0,3
3488,59,10,0,36
3489,26,13,0,41
3490,50,13,0,45
3491,29,9,0,40
3492,31,3,0,56
3493,60,13,0,40
3494,22,10,1,40
3495,35,13,0,40
3496,43,4,0,40
3497,44,13,0,50
3498,47,13,0,40
3499,55,7,1,40
3500,39,9,1,40
3501,60,13,1,35
3502,25,13,1,35
3503,36,9,0,45
3504,43,10,0,50
3505,31,13,1,72
3506,38,10,1,40
3507,35,5,0,50
3508,65,9,0,24
3509,44,15,0,50
3510,37,5,1,40
3511,90,13,0,55
3512,54,13,1,40
3513,38,10,0,40
3514,51,9,0,42
3515,47,9,0,40
3516,17,7,1,20
3517,59,14,1,40
3518,32,9,1,20
3519,36,13,0,50
3520,54,10,0,41
3521,29,10,1,41
3522,50,10,0,40
3523,40,9,1,40
3524,25,10,1,40
3525,28,9,0,55
3526,51,9,0,40
3527,51,9,0,40
3528,56,13,1,45
3529,31,10,0,13
3530,28,13,0,55
3531,27,9,1,70
3532,46,14,1,65
3533,40,14,1,37
3534,23,10,0,45
3535,37,9,1,42
3536,51,14,0,60
3537,52,14,0,45
3538,36,6,1,35
3539,27,3,1,20
3540,33,10,1,28
3541,53,10,1,40
3542,58,11,0,42
3543,36,10,0,35
3544,27,13,1,35
3545,27,6,0,40
3546,21,10,0,35
3547,54,13,0,40
3548,37,6,1,33
3549,36,14,0,60
3550,32,9,1,40
3551,33,11,0,40
3552,22,9,1,40
3553,77,9,0,25
3554,28,13,0,46
3555,57,16,0,40
3556,18,10,1,15
3557,33,10,0,50
3558,25,5,1,40
3559,50,10,0,40
3560,24,13,1,40
3561,46,13,1,60
3562,36,9,0,40
3563,57,13,0,50
3564,18,8,1,25
3565,58,13,0,45
3566,34,13,0,60
3567,52,10,0,40
3568,52,9,0,55
3569,51,11,0,50
3570,30,7,0,40
3571,59,13,0,50
3572,33,13,1,60
3573,39,14,0,40
3574,52,13,0,40
3575,42,9,0,60
3576,48,13,0,40
3577,22,10,0,40
3578,31,9,0,40
3579,35,10,0,46
3580,55,15,0,40
3581,64,10,1,8
3582,42,9,0,60
3583,36,14,0,45
3584,22,12,1,40
3585,26,9,1,30
3586,27,10,0,50
3587,24,10,0,40
3588,38,13,0,50
3589,43,13,1,40
3590,48,9,0,40
3591,70,14,0,8
3592,23,13,1,40
3593,30,9,0,40
3594,50,10,0,40
3595,33,9,1,40
3596,17,7,1,12
3597,20,10,1,35
3598,42,10,1,45
3599,22,9,0,80
3600,49,10,1,40
3601,39,11,0,40
3602,44,13,0,50
3603,45,13,0,40
3604,56,9,1,40
3605,63,13,0,40
3606,18,9,0,25
3607,28,13,0,50
3608,21,9,0,50
3609,60,9,0,40
3610,35,11,1,40
3611,73,9,0,20
3612,28,13,1,50
3613,26,10,1,40
3614,30,9,1,35
3615,39,10,0,45
3616,53,13,1,43
3617,36,10,0,56
3618,30,10,0,40
3619,56,10,1,60
3620,20,10,0,9
3621,32,6,0,45
3622,68,16,0,50
3623,68,9,0,8
3624,23,3,0,30
3625,57,9,0,48
3626,50,9,0,50
3627,18,9,0,40
3628,28,9,1,10
3629,25,14,1,37
3630,46,9,0,40
3631,47,7,0,40
3632,30,13,0,40
3633,22,9,0,40
3634,48,6,0,40
3635,46,8,0,40
3636,36,13,0,40
3637,27,12,0,40
3638,27,10,1,45
3639,37,13,0,40
3640,28,9,0,40
3641,46,9,0,40
3642,31,13,0,40
3643,36,13,1,40
3644,54,9,0,45
3645,24,13,1,65
3646,30,9,1,36
3647,42,7,0,40
3648,28,9,1,40
3649,51,13,0,40
3650,26,9,1,40
3651,28,7,0,40
3652,44,9,1,40
3653,27,9,0,40
3654,25,13,0,45
3655,27,10,0,24
3656,26,13,0,44
3657,30,9,0,50
3658,31,9,0,48
3659,55,10,0,40
3660,46,9,0,40
3661,35,9,0,50
3662,31,10,0,40
3663,27,9,0,50
3664,32,10,1,38
3665,17,7,0,20
3666,45,9,0,35
3667,39,9,0,40
3668,23,10,0,40
3669,31,9,0,40
3670,90,12,0,20
3671,56,14,0,50
3672,47,9,0,40
3673,60,10,1,40
3674,56,14,0,40
3675,30,4,0,50
3676,36,9,1,38
3677,37,9,0,40
3678,48,9,0,36
3679,41,15,0,65
3680,23,13,1,15
3681,20,10,1,12
3682,43,10,1,50
3683,22,10,0,30
3684,49,14,0,40
3685,62,9,0,40
3686,24,10,1,40
3687,65,7,1,20
3688,44,15,0,40
3689,33,14,1,35
3690,26,3,0,40
3691,52,4,1,64
3692,43,10,1,40
3693,71,15,0,16
3694,46,14,0,40
3695,44,14,0,60
3696,45,12,0,40
3697,25,9,0,40
3698,61,9,0,40
3699,42,10,1,40
3700,50,14,1,35
3701,55,9,0,45
3702,60,13,1,40
3703,46,9,0,20
3704,25,9,0,40
3705,37,11,0,40
3706,30,9,0,30
3707,64,13,0,45
3708,46,13,1,43
3709,36,10,0,40
3710,43,11,0,40
3711,22,12,0,55
3712,49,10,0,50
3713,49,9,1,40
3714,25,9,1,40
3715,34,9,1,36
3716,48,13,0,80
3717,33,13,1,40
3718,46,9,1,50
3719,31,9,1,40
3720,25,13,0,40
3721,52,10,1,52
3722,37,7,0,40
3723,27,9,0,50
3724,43,10,0,30
3725,39,14,0,50
3726,34,9,0,40
3727,47,10,0,46
3728,26,9,0,40
3729,38,9,0,60
3730,52,9,0,40
3731,51,9,0,80
3732,45,13,0,40
3733,49,9,0,40
3734,19,10,0,60
3735,41,9,0,40
3736,41,10,0,51
3737,30,9,1,72
3738,30,14,0,17
3739,69,9,0,24
3740,18,8,0,15
3741,27,9,1,40
3742,22,7,0,40
3743,35,14,0,40
3744,44,14,0,24
3745,25,11,0,40
3746,24,10,1,50
3747,20,10,0,40
3748,32,10,0,40
3749,20,9,0,35
3750,39,9,0,40
3751,46,9,0,40
3752,31,9,1,40
3753,41,9,0,40
3754,60,9,1,15
3755,38,11,0,40
3756,42,9,0,40
3757,47,7,1,15
3758,56,9,0,35
3759,50,9,0,40
3760,34,13,1,15
3761,32,9,0,40
3762,28,13,1,40
3763,25,10,1,25
3764,57,9,0,45
3765,45,13,1,35
3766,66,13,0,30
3767,46,13,0,45
3768,19,10,1,20
3769,66,10,0,40
3770,19,9,1,30
3771,55,9,1,40
3772,51,9,1,24
3773,60,10,1,35
3774,52,9,0,50
3775,27,10,1,40
3776,27,9,1,40
3777,38,12,0,60
3778,19,9,0,25
3779,52,2,0,56
3780,49,9,0,40
3781,50,9,0,40
3782,21,9,0,44
3783,43,10,0,40
3784,46,3,1,40
3785,17,6,1,24
3786,49,4,0,40
3787,41,13,0,70
3788,39,15,0,50
3789,20,9,0,20
3790,42,9,0,46
3791,26,10,1,40
3792,40,11,0,40
3793,47,13,0,60
3794,42,9,0,40
3795,35,10,0,40
3796,65,9,1,50
3797,24,9,0,40
3798,68,9,0,40
3799,20,9,1,30
3800,26,13,1,40
3801,25,10,0,40
3802,19,9,0,25
3803,27,9,1,40
3804,48,10,0,40
3805,44,10,0,40
3806,35,11,0,45
3807,46,9,0,40
3808,69,9,0,6
3809,33,10,0,50
3810,18,10,1,40
3811,42,14,0,40
3812,46,15,0,55
3813,57,3,0,40
3814,22,13,1,35
3815,50,9,0,55
3816,31,13,1,35
3817,42,16,0,40
3818,38,9,0,44
3819,34,13,0,50
3820,45,13,0,40
3821,42,13,0,52
3822,26,10,0,40
3823,33,9,0,50
3824,56,9,0,40
3825,41,13,0,50
3826,65,10,0,40
3827,52,14,0,40
3828,33,11,0,62
3829,41,14,0,60
3830,29,13,1,45
3831,63,13,0,15
3832,37,9,0,44
3833,56,5,0,99
3834,26,10,0,44
3835,55,9,1,40
3836,24,10,0,48
3837,45,13,0,45
3838,49,9,0,40
3839,31,9,1,40
3840,50,13,0,40
3841,43,15,0,40
3842,42,15,0,60
3843,42,13,1,15
3844,23,10,0,40
3845,35,9,1,48
3846,23,10,1,37
3847,40,9,0,28
3848,42,6,0,35
3849,54,13,0,48
3850,18,6,1,40
3851,61,13,0,7
3852,60,9,0,40
3853,23,10,1,28
3854,52,13,0,40
3855,37,10,0,55
3856,84,9,1,33
3857,44,9,0,40
3858,70,4,1,38
3859,52,15,1,30
3860,28,11,0,40
3861,27,9,0,40
3862,63,13,0,40
3863,39,13,0,40
3864,56,9,0,40
3865,18,10,1,25
3866,26,9,0,40
3867,44,16,0,40
3868,45,9,0,48
3869,46,10,1,40
3870,74,9,0,15
3871,29,9,0,40
3872,40,15,0,70
3873,41,13,0,55
3874,23,13,1,45
3875,29,9,0,50
3876,32,9,0,40
3877,58,5,0,60
3878,25,6,1,35
3879,48,9,1,36
3880,21,10,1,30
3881,28,10,1,60
3882,28,7,0,50
3883,52,10,1,40
3884,22,11,0,30
3885,19,9,1,60
3886,45,9,0,32
3887,33,9,1,46
3888,37,13,0,60
3889,65,10,1,40
3890,34,13,0,54
3891,39,9,0,60
3892,44,14,0,40
3893,25,13,0,60
3894,25,13,1,40
3895,47,10,0,40
3896,60,9,1,35
3897,54,4,0,40
3898,45,14,0,50
3899,35,9,0,50
3900,45,10,0,60
3901,58,9,0,40
